ParkID,Park_Name,Address,Zip,Park_State,Borough,Park_Desig,Park_Owner,FIPS,Census,HVI,SVI,FLOOD_COUNT,2020_SW,2020_SS,2050_SW,2050_SS,2080_SW,2100_SS,HPL_PARKS,HPL_LOGO,HPL_LINK,SUM_TOTPOP_10MIN,SUM_KIDS_10MIN,SUM_YOUNGP_10MIN,SUM_SENIOR_10MIN,SUM_HHILOW_10MIN,SUM_HHIMED_10MIN,SUM_HHIHIG_10MIN,SUM_TOTHHS_10MIN,SUM_WHITE_10MIN,SUM_BLACK_10MIN,SUM_AMERIN_10MIN,SUM_ASIAN_10MIN,SUM_PACIFI_10MIN,SUM_OTHRAC_10MIN,SUM_RACE2U_10MIN,SUM_HISP_S_10MIN,Park_Local,Park_Sourc
3651000-1560,Triangle (Ralph), ,11234,New York,Brooklyn,LP,CITY,36047068600,68600,3,0.46,3,,X,,X,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,13137,2912,7674,2539,948,1150,2478,4594,4540,4982,15,1323,0,110,565,1560,New York City,City of New York
3651000-2259,Nyc Open Space 39, ,11411,New York,Queens,LP,CITY,36081051600,51600,4,0.46,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,17117,3802,10180,3128,1079,1611,2577,5269,166,13701,68,559,3,230,844,1538,New York City,City of New York
3651000-1648,Utopia Playground, ,11365,New York,Queens,LP,CITY,36081124700,124700,2,0.46,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,11319,2400,6429,2493,869,688,1926,3493,4203,289,11,5215,0,122,307,1163,New York City,City of New York
3651000-1263,Pigeon Paradise, ,11377,New York,Queens,LP,CITY,36081026300,29100,2,0.46,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,43924,8938,28583,6351,5615,4999,4554,15248,5164,503,43,23196,1,322,778,13695,New York City,City of New York
3651000-0087,Loreto Playground,1100 MORRIS PARK AVENUE,10461,New York,Bronx,LP,CITY,36005025000,25000,4,0.46,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,17080,3644,10084,3342,1806,1885,2517,6208,7488,913,25,2285,7,236,373,5725,New York City,City of New York
3651000-1367,Middleton Playground, ,11206,New York,Brooklyn,LP,CITY,36047053101,53101,0,0.46,5,X,X,X,X,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,47125,23877,20271,2866,6265,2457,2205,11114,36460,2057,4,891,0,1393,909,5008,New York City,City of New York
3651000-2502, Norton Basin Natural Resource Area,Bay 32 St,11691,New York,Queens,SCA,ST,36081100804,100804,3,0.47,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,7487,2412,4146,925,770,655,798,2233,1600,3551,9,215,4,162,367,1560,New York City,City of New York
3651000-1818,Park Qt13, ,11364,New York,Queens,LP,CITY,36081138501,138501,1,0.47,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,3250,618,1971,654,215,214,594,1021,679,40,6,2143,0,18,32,322,New York City,City of New York
3651000-0749,Oakland Gardens,53-11 SPRINGFIELD BLVD,11364,New York,Queens,LP,CITY,36081138501,138501,1,0.47,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,8606,1634,5165,1801,600,640,1640,2901,2113,147,3,5386,0,31,129,772,New York City,City of New York
3651000-1900,P.S. 279 Playground,70 AVENUE K,11236,New York,Brooklyn,LP,CITY,36047098600,98600,4,0.47,3,,X,,X,,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,19005,4394,11312,3297,1829,2067,2557,6464,588,14947,34,421,0,230,992,1770,New York City,City of New York
3651000-0548,Wilson Playground,1128 AVENUE K,11236,New York,Brooklyn,LP,CITY,36047098600,98600,4,0.47,4,,X,,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,18196,4214,10866,3116,1638,2031,2476,6164,577,14265,27,445,0,252,993,1614,New York City,City of New York
3651000-1379,Bruckner Playground, ,10465,New York,Bronx,LP,CITY,36005015200,15200,2,0.47,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,7325,1642,4311,1371,998,613,958,2581,1680,787,0,337,1,124,117,4262,New York City,City of New York
3651000-1553,Reiff Playground, ,11378,New York,Queens,LP,CITY,36081052100,52100,2,0.47,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,14807,3277,9259,2274,1455,1428,2398,5295,7887,239,8,1144,2,152,225,5107,New York City,City of New York
3651000-0742,Queens Farm Park,73-50 LITTLE NECK PARKWAY,11426,New York,Queens,LP,CITY,36081155103,155103,1,0.47,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,9086,1652,5397,2022,582,1191,1829,3602,2849,737,11,3913,3,176,210,1157,New York City,City of New York
3651000-0716,Glen Oaks Oval,73-80 260 STREET,11004,New York,Queens,LP,CITY,36081155103,155103,1,0.47,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,9112,1507,4975,2619,749,1329,2007,4081,3611,708,7,3166,0,158,259,1187,New York City,City of New York
3651000-0741,Castlewood Playground,252-72 LITTLE NECK PARKWAY,11426,New York,Queens,LP,CITY,36081155103,155103,1,0.47,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,6663,1222,3898,1531,490,1115,1443,3048,2590,584,3,2276,0,102,160,928,New York City,City of New York
3651000-1848,Staats Circle, ,10305,New York,Staten Island,LP,CITY,36085002002,2002,2,0.48,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,8122,1734,4830,1561,690,657,1466,2817,4729,285,5,1429,8,37,179,1431,New York City,City of New York
3651000-0636,Hendrick I. Lott House,1940 EAST 36 STREET,11234,New York,Brooklyn,LHCA,CITY,36047065400,65400,2,0.48,1,,,,X,,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,11918,2918,6575,2432,647,940,2488,4084,8000,370,9,1989,0,94,306,1136,New York City,City of New York
3651000-2371,Seward Park Campus, ,10002,New York,Manhattan,LP,CITY,36061001401,1401,1,0.48,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,48545,7739,30733,9882,10420,4642,6814,22008,12957,2755,15,21918,3,263,1293,8820,New York City,City of New York
3651000-2010,P.S. 36Q,187-01 Foch Blvd.,11412,New York,Queens,LP,CITY,36081036600,36600,5,0.48,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,10047,2366,5877,1805,773,828,1543,3142,144,7881,22,244,3,151,564,1034,New York City,City of New York
3651000-1529,Federalist Triangle, ,11378,New York,Queens,LP,CITY,36081051100,51100,1,0.48,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,13583,3141,8204,2217,1163,1399,2224,4817,6693,161,5,2218,1,69,167,4154,New York City,City of New York
3651000-0957,Technical Sergeant Thomas J. Davey Triangle, ,11378,New York,Queens,LP,CITY,36081051100,51100,1,0.48,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,14024,3230,8484,2290,1218,1434,2288,4971,6950,165,5,2216,1,70,172,4322,New York City,City of New York
3651000-0617,Gardens Of Union,636 UNION STREET,11215,New York,Brooklyn,LP,CITY,36047013100,13100,1,0.48,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,26122,4736,18354,3006,1635,1760,8040,11458,15630,2482,11,2239,7,165,1629,3840,New York City,City of New York
3651000-0573,Park Slope Playground,40 LINCOLN PLACE,11217,New York,Brooklyn,LP,CITY,36047013100,13100,1,0.48,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,32975,5842,23054,4031,1822,2363,10637,14851,20861,2778,12,2845,8,210,2122,4010,New York City,City of New York
3651000-1628,Baybridge Green, ,11360,New York,Queens,LP,CITY,36081099704,99704,2,0.48,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,3110,580,1727,800,230,299,792,1321,1386,47,0,1155,0,27,49,439,New York City,City of New York
3651000-0774,Bay Terrace Playground,212-33 23 AVENUE,11360,New York,Queens,LP,CITY,36081099704,99704,2,0.48,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,9931,1453,4867,3614,1196,1401,2490,5087,5439,228,7,2929,0,50,174,1095,New York City,City of New York
3651000-1721,Barone Triangle, ,11234,New York,Brooklyn,LP,CITY,36047070000,70000,3,0.48,4,,X,,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,10848,2405,6246,2202,945,941,2082,3977,7291,1611,13,646,0,84,285,898,New York City,City of New York
3651000-0756,Harold Schneiderman Playground,153-23 153 AVENUE,11414,New York,Queens,LP,CITY,36081006201,6201,1,0.48,4,,X,,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,12692,2360,6956,3371,2024,1499,2089,5627,6027,1004,15,824,4,134,338,4328,New York City,City of New York
3651000-2398,Belt Parkway, ,11436,New York,Queens,LOTH,CITY,36081006201,6201,1,0.48,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,16359,3782,9976,2585,1205,1256,2588,5058,1833,6134,254,2373,15,1233,1218,3259,New York City,City of New York
3651000-0304,Astoria Heights Playground,45-02 30 ROAD,11103,New York,Queens,LP,CITY,36081015100,15100,2,0.48,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,33412,5565,23120,4726,4635,4022,6028,14693,16006,1548,20,4917,4,579,1568,8746,New York City,City of New York
3651000-1219,Police Officer Edward Byrne Park, ,11420,New York,Queens,LP,CITY,36081081400,81400,3,0.48,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,11518,2704,7253,1561,887,908,1444,3256,458,3308,351,2714,12,1276,1218,2159,New York City,City of New York
3651000-2374,P.S. 111, ,10019,New York,Manhattan,LP,CITY,36061013300,13300,2,0.48,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,52398,6026,38749,7604,7548,5347,16983,29890,26676,3162,26,10507,4,386,2178,9354,New York City,City of New York
3651000-2063,P.S.,"50 Jefferson St.
",10304,New York,Staten Island,LP,CITY,36085009602,9602,2,0.48,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,6364,1288,3922,1156,766,634,1024,2427,3969,327,3,847,1,37,137,1027,New York City,City of New York
3651000-1980,P.S. 60,55 Merrill Ave.,10314,New York,Staten Island,LP,CITY,36085029104,29104,1,0.49,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,5483,1184,3167,1129,362,535,994,1896,3189,203,5,979,0,23,118,957,New York City,City of New York
3651000-1431,Father Macris Park, ,10314,New York,Staten Island,LP,CITY,36085029104,29104,1,0.49,2,,,,X,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,6994,1567,4093,1333,429,639,1326,2395,3844,408,5,1145,0,43,152,1393,New York City,City of New York
3651000-0295,Chiarantano Playground,4052 FARRAGUT ROAD,11203,New York,Brooklyn,LP,CITY,36047083600,83600,5,0.49,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,12090,2356,7051,2659,1074,1201,1763,4042,196,9549,25,353,0,148,955,835,New York City,City of New York
3651000-0743,Bellerose Playground,248-05 85 AVENUE,11426,New York,Queens,LP,CITY,36081157101,157101,2,0.49,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,8499,1644,5095,1758,457,574,1629,2661,2081,359,22,4446,0,206,232,1147,New York City,City of New York
3651000-1671,Alley Athletic Playground, ,11427,New York,Queens,LP,CITY,36081130100,130100,2,0.49,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,3228,615,1878,733,293,294,639,1221,729,323,8,1530,1,57,121,455,New York City,City of New York
3651000-1406,Owl'S Head Park, ,11220,New York,Brooklyn,LP,CITY,36047003000,3000,1,0.50,5,X,X,X,X,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,20395,4383,12385,3633,2511,2031,3626,8175,10934,499,12,3678,4,192,707,4366,New York City,City of New York
3651000-0239,Park Strip (4),604 5 AVENUE,11215,New York,Brooklyn,LP,CITY,36047014300,14300,2,0.50,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,27785,4925,20072,2763,1714,2387,7503,11633,15285,1331,21,2450,2,196,1620,6760,New York City,City of New York
3651000-1565,Park (17), ,11215,New York,Brooklyn,LP,CITY,36047014300,14300,2,0.50,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,24143,4286,17465,2368,1491,2080,6555,10144,13617,1031,20,2129,2,179,1416,5657,New York City,City of New York
3651000-1566,Park (6), ,11215,New York,Brooklyn,LP,CITY,36047014300,14300,2,0.50,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,24758,4384,17812,2552,1574,2116,6787,10500,14344,1008,20,2259,2,185,1457,5393,New York City,City of New York
3651000-1567,Detective Joseph Mayrose Park, ,11215,New York,Brooklyn,LP,CITY,36047014300,14300,2,0.50,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,28821,5116,20575,3119,1768,2352,8081,12239,17197,1155,20,2647,2,216,1706,5774,New York City,City of New York
3651000-2400,51 Chambers, ,10007,New York,Manhattan,LP,PRIV,36061003100,3100,1,0.50,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York City,City of New York
3651000-2425,African Burial Ground National Monument, ,10007,New York,Manhattan,NM,FED,36061003100,3100,1,0.50,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,34437,6990,22105,5279,3096,1632,9807,14575,17685,1525,8,10262,9,221,1657,2842,New York City,City of New York
3651000-1837,Hawkins Park,281 CITY ISLAND AVENUE,10464,New York,Bronx,LP,CITY,36005051601,51601,1,0.50,2,,,,X,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,3100,505,1698,892,325,349,776,1450,1920,136,0,151,0,25,93,772,New York City,City of New York
3651000-1213,City Island Wetlands, , , ,Bronx,LCA,CITY,36005051601,51601,1,0.50,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,0,299,988,468,179,220,422,821,1414,63,12,82,4,127,53,404,New York City,City of New York
3651000-2391,On The Sound, ,10464,New York,Bronx,LP,PRIV,36005051601,51601,1,0.50,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,2096,346,1150,596,204,211,566,982,1280,88,0,111,0,18,68,527,New York City,City of New York
3651000-0002,Ambrosini Field,200 CITY ISLAND AV,10464,New York,Bronx,LP,CITY,36005051601,51601,1,0.50,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,3222,512,1745,961,367,400,749,1518,2034,137,0,148,0,26,92,782,New York City,City of New York
3651000-2493,Catherine Scott Promenade, 549 City Island Avenue,10464,New York,Bronx,LP,CITY,36005051601,51601,1,0.50,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,1420,259,831,327,94,103,439,636,800,83,0,69,0,8,49,411,New York City,City of New York
3651000-0916,Locust Point Marina,3104 HARDING AVENUE, , ,Bronx,LP,CITY,36005011800,11800,1,0.50,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,0,1224,3231,942,454,576,856,1887,4184,294,20,181,5,558,158,1714,New York City,City of New York
3651000-2215,Nyc Open Space 132, ,10465,New York,Bronx,LP,CITY,36005011800,11800,0,0.50,3,,X,,X,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,6848,1510,3996,1346,466,749,1314,2526,2935,395,9,309,4,54,113,3024,New York City,City of New York
3651000-0866,Welcome Home Garden,681 HALSEY ST,11233,New York,Brooklyn,LP,CITY,36047038300,38300,3,0.50,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,27922,7325,16768,3719,4219,2752,4162,11283,5116,15691,26,946,0,124,1610,3956,New York City,City of New York
3651000-0409,Kenkeleba House,218 EAST 2 STREET,10009,New York,Manhattan,LP,CITY,36061002202,2202,2,0.50,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,57099,7122,41180,8344,11155,5902,11193,28743,24445,4403,45,9382,7,265,1812,15565,New York City,City of New York
3651000-0414,Peachtree Garden,238 EAST 2 STREET,10009,New York,Manhattan,LP,CITY,36061002202,2202,2,0.50,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,48143,6378,33882,7492,9949,4852,8517,23680,18810,4081,46,8186,7,236,1453,14410,New York City,City of New York
3651000-1194,Mt. Carmel Triangle, ,11211,New York,Brooklyn,LP,CITY,36047050100,50100,2,0.50,3,,X,,X,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,34733,4008,26593,3976,3194,3303,10488,17151,20346,899,6,3002,0,176,1534,8317,New York City,City of New York
3651000-1550,Macri Triangle, ,11211,New York,Brooklyn,LP,CITY,36047050100,50100,2,0.50,5,X,X,X,X,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,35246,4386,26614,4060,3473,3329,10113,17108,19481,986,5,2938,0,178,1484,9690,New York City,City of New York
3651000-1178,Badame Sessa Triangle, ,11211,New York,Brooklyn,LP,CITY,36047050100,50100,2,0.50,1,,,,X,,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,27326,2769,21238,3198,2011,2462,9101,13695,18432,695,4,2478,0,141,1256,3972,New York City,City of New York
3651000-0036,Jaime Campiz Playground,15 MARCY AVENUE,11211,New York,Brooklyn,LP,CITY,36047050100,50100,2,0.50,4,X,,X,X,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,37300,5061,27766,4294,3821,3431,10447,17906,20116,1135,6,3096,0,225,1555,10713,New York City,City of New York
3651000-0855,Taaffe Playground,390 PARK AVENUE,11205,New York,Brooklyn,LP,CITY,36047019100,19100,2,0.51,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,39813,14809,21616,3319,4470,3005,4484,12076,23569,6023,20,2414,3,1034,1339,5129,New York City,City of New York
3651000-1516,Steuben Playground, ,11205,New York,Brooklyn,LP,CITY,36047019100,19100,2,0.51,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,26662,11344,13268,2028,2929,1861,2686,7549,19051,1904,15,1344,2,730,870,2572,New York City,City of New York
3651000-1536,Classon Playground (Kent), ,11249,New York,Brooklyn,LP,CITY,36047019100,19100,2,0.51,5,X,X,X,X,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,35911,17422,16056,2367,4589,2088,2278,9097,28589,1304,9,934,2,1122,909,2783,New York City,City of New York
3651000-2231,Nyc Open Space 194, ,10314,New York,Staten Island,LP,CITY,36085018703,18703,2,0.51,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,10881,2542,6091,2246,802,530,1907,3238,5706,500,14,3027,0,115,225,1284,New York City,City of New York
3651000-1198,Greenpoint Playground, ,11222,New York,Brooklyn,LP,CITY,36047056301,56301,2,0.51,5,X,X,X,X,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,12694,1599,9473,1622,1398,1310,3409,6110,7619,563,19,1008,4,123,569,2773,New York City,City of New York
3651000-1481,Bath Beach Park, ,11214,New York,Brooklyn,LP,CITY,36047017400,17400,1,0.51,3,,X,,X,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,16606,3423,9922,3257,1753,1689,2430,5885,6688,194,5,6809,1,83,389,2416,New York City,City of New York
3651000-0744,Locust Manor Playground,121-15 LUCAS STREET,11413,New York,Queens,LP,CITY,36081037600,37600,5,0.51,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,10751,2485,6396,1868,822,903,1656,3384,105,8591,30,303,16,167,491,1039,New York City,City of New York
3651000-0478,Dongan Playground,450 BUEL AVENUE,10305,New York,Staten Island,LP,CITY,36085011201,11201,1,0.51,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,5326,1115,3212,992,485,480,863,1832,3330,120,3,973,0,52,90,733,New York City,City of New York
3651000-1856,Madison Square Park,2 MADISON AVENUE,10010,New York,Manhattan,LP,CITY,36061005600,5600,1,0.52,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,68942,8075,52107,8721,6377,5649,25050,37109,43273,3604,58,10796,137,560,2948,7414,New York City,City of New York
3651000-1745,Alley Pond Park, ,11364,New York,Queens,LP,CITY,36081111300,129104,1,0.52,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,46801,8781,27520,10463,4281,4553,9145,18018,13947,1713,31,24672,3,335,924,5072,New York City,City of New York
3651000-1304,Ditmars Park, ,11105,New York,Queens,LP,CITY,36081011900,11900,2,0.52,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,21329,3142,15219,2945,2358,2653,4526,9541,13053,358,10,2367,2,243,866,4387,New York City,City of New York
3651000-1666,Nassau Mall South, ,11362,New York,Queens,LP,CITY,36081150702,152902,1,0.52,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,6330,1133,3337,1860,572,675,1240,2484,2662,72,0,2918,0,30,100,531,New York City,City of New York
3651000-1665,Nassau Mall, ,11362,New York,Queens,LP,CITY,36081150702,150702,1,0.52,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,5866,1041,3123,1709,419,575,1143,2149,2378,61,0,2798,0,24,95,494,New York City,City of New York
3651000-0709,Bayside Fields,204-10 29 AVENUE,11360,New York,Queens,LP,CITY,36081108500,108500,2,0.52,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,9322,1779,5230,2301,837,926,1768,3550,3889,78,2,3952,1,39,143,1193,New York City,City of New York
3651000-1793,Canarsie Park,9006 SEAVIEW AVENUE,11236,New York,Brooklyn,LP,CITY,36047099800,99800,3,0.52,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,32052,7706,19625,4714,3171,2949,4733,10862,1440,25102,41,822,2,299,1690,2643,New York City,City of New York
