ParkID,Park_Name,Address,Zip,Park_State,Borough,Park_Desig,Park_Owner,FIPS,Census,HVI,SVI,FLOOD_COUNT,2020_SW,2020_SS,2050_SW,2050_SS,2080_SW,2100_SS,HPL_PARKS,HPL_LOGO,HPL_LINK,SUM_TOTPOP_10MIN,SUM_KIDS_10MIN,SUM_YOUNGP_10MIN,SUM_SENIOR_10MIN,SUM_HHILOW_10MIN,SUM_HHIMED_10MIN,SUM_HHIHIG_10MIN,SUM_TOTHHS_10MIN,SUM_WHITE_10MIN,SUM_BLACK_10MIN,SUM_AMERIN_10MIN,SUM_ASIAN_10MIN,SUM_PACIFI_10MIN,SUM_OTHRAC_10MIN,SUM_RACE2U_10MIN,SUM_HISP_S_10MIN,Park_Local,Park_Sourc
3651000-1474,Pralls Island, ,10314,New York,Staten Island,LCA,CITY,0,29102,1,0.00,3,,X,,X,,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City of NYC,City of New York
3651000-1789,Four Sparrow Marsh, ,11234,New York,Brooklyn,LCA,CITY,36047070202,70202,0,0.00,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City of NYC,City of New York
3651000-2376,P.S. 45, ,10310,New York,Staten Island,LP,CITY,36085012100,12100,1,0.01,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,6502,1471,3788,1239,433,500,1367,2316,4457,266,6,343,0,38,183,1170,City of NYC,City of New York
3651000-1512,Neponsit Mall, ,11694,New York,Queens,LP,CITY,36081091800,91800,2,0.03,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,3736,885,1885,961,142,129,1045,1319,3388,11,0,56,2,24,73,181,City of New York,City of New York
3651000-2290,Rockaway Beach, , , ,Queens,LP,CITY,36081091800,91800,2,0.03,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,0,3584,9959,4105,1986,1997,3202,7194,15105,1015,34,546,13,622,317,2023,City of NYC,City of New York
3651000-1810,Gwirtzman Triangle, ,11694,New York,Queens,LP,CITY,36081091800,91800,2,0.03,4,,X,,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,2783,687,1393,701,125,106,770,1002,2530,9,0,38,2,16,48,140,City of NYC,City of New York
3651000-1461,Drumgoole Tot Lot, ,10312,New York,Staten Island,LP,CITY,36085017015,17015,2,0.03,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,5609,1195,3242,1166,353,508,1175,2049,4482,29,9,345,0,25,112,579,State Land Board,USGS PAD-US
3651000-1490,Carlton Park (Crown), ,10312,New York,Staten Island,LCA,CITY,36085017015,17015,2,0.03,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,5429,1185,3154,1083,355,503,1121,1979,4258,45,8,358,0,26,106,611,City of New York,City of New York
3651000-1489,Isle Of Meadows, ,10309,New York,Staten Island,LCA,CITY,36085022801,22801,0,0.04,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYS Dept. of Environmental Conservation,USGS PAD-US
3651000-2471,Great Kills Park (Hylan), ,10306,New York,Staten Island,LP,CITY,36085011204,11204,1,0.05,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,15236,3162,8893,3184,1430,1853,2188,5462,10255,484,13,2029,2,89,314,2033,NYS Dept. of Environmental Conservation,USGS PAD-US
3651000-0162,Washington Market Park,304 GREENWICH STREET,10013,New York,Manhattan,LP,CITY,36061002100,2100,1,0.06,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,28064,7192,17714,3115,1060,999,9729,11817,19251,670,8,4003,8,211,1748,2047,GOVERNORS ISLAND CORP,USGS PAD-US
3651000-0163,Tribeca Dog Run,114 WARREN STREET,10007,New York,Manhattan,LP,CITY,36061002100,2100,1,0.06,4,,X,,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,22456,5745,14141,2536,897,774,7943,9631,15424,478,5,3313,7,166,1373,1591,State Department of Conservation,USGS PAD-US
3651000-1983,P.S. 321,180 7 Ave.,11215,New York,Brooklyn,LP,CITY,36047015500,15500,1,0.07,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,32401,6206,22075,4097,1327,2054,10760,14158,22846,1345,13,2592,4,230,2087,3189,FEDFEE,USGS PAD-US
3651000-1673,Bayview Terrace Park, , , ,Bronx,LCA,CITY,36085017600,17600,1,0.07,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,0,479,1303,457,176,140,459,776,2029,4,2,162,0,8,32,140,New York City,City of New York
3651000-1672,Garden, ,10312,New York,Staten Island,LP,CITY,36085017600,17600,1,0.07,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,1935,405,1107,419,124,100,462,691,1576,8,0,142,0,10,56,132,49-51 CHAMBERS LLC,City of New York
3651000-1903,Bunker Ponds Park, ,10312,New York,Staten Island,LCA,CITY,36085017600,17600,1,0.07,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,2332,475,1421,433,161,141,503,818,1923,10,0,157,0,1,45,175,FEDFEE,USGS PAD-US
3651000-1487,Kingdom Pond Park, ,10312,New York,Staten Island,LCA,CITY,36085017600,17600,1,0.07,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,1818,376,1114,327,122,116,388,633,1494,8,0,121,0,1,36,142,New York City,City of New York
3651000-1904,Arbutus Woods Park, ,10312,New York,Staten Island,LCA,CITY,36085017600,17600,1,0.07,4,X,,X,X,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,959,200,586,171,58,69,201,333,798,2,0,56,0,0,17,68,FEDFEE,USGS PAD-US
3651000-1424,Wolfe'S Pond Park, ,10312,New York,Staten Island,LP,CITY,36085017600,17600,1,0.07,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,6357,1348,3824,1175,342,410,1445,2221,5188,29,0,414,0,16,140,526,New York State,City of New York
3651000-1573,Huguenot Ponds Park, ,10312,New York,Staten Island,LCA,CITY,36085017600,17600,1,0.07,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,2173,450,1299,415,116,153,483,769,1774,5,0,136,0,2,43,175,New York City,City of New York
3651000-1552,Rockaway Beach And Boardwalk, , , ,Queens,LP,CITY,36059411600,95400,5,0.08,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,0,13059,25602,8870,9301,4190,4002,17489,8890,24293,145,1343,20,348,1172,11317,CITY ISLAND RESERVE LLC,City of New York
3651000-1549,Seagirt Ave Wetlands, ,11691,New York,Queens,LCA,CITY,36059411600,101002,4,0.08,4,,X,,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,4869,1175,2175,1517,1347,361,352,2057,2141,1484,17,111,1,101,120,889,New York City,City of New York
3651000-0077,Peter Detmold Park,454 EAST 51 STREET,10017,New York,Manhattan,LP,CITY,36061008603,8603,1,0.08,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,26349,2575,17149,6628,1994,2536,11042,15578,18127,493,7,4731,19,226,931,1777,New York City,City of New York
3651000-0976,Sutton Parks, ,10022,New York,Manhattan,LP,CITY,36061008603,8603,1,0.08,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,41865,4942,26090,10829,3233,3884,17224,24338,30135,828,12,6157,23,284,1467,2892,New York City,City of New York
3651000-2277,FDR Four Freedoms State Park, ,10044,New York,Manhattan,LP,CITY,36061008603,23804,1,0.08,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,618,151,397,71,57,70,182,307,215,4,0,282,12,15,38,55,Columbia University,City of New York
3651000-2291,Southpoint Park, ,10044,New York,Manhattan,LP,CITY,36061008603,23804,1,0.08,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,1782,397,1144,242,159,198,519,874,690,28,0,770,15,34,91,151,New York City,City of New York
3651000-1778,Bushwick Inlet Park,86 KENT AVENUE,11222,New York,Brooklyn,LP,CITY,36047055700,55700,2,0.08,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,17420,2302,13235,1869,1284,1118,6717,9147,11576,392,17,1903,5,113,902,2438,New York City,City of New York
3651000-2205,Nyc Open Space 109, ,10011,New York,Manhattan,LP,CITY,36061009901,9901,1,0.08,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,21357,3038,14431,3887,3192,2068,6569,11833,11390,1896,30,2656,12,169,902,4279,New York City,City of New York
3651000-2203,Nyc Open Space 106, ,10009,New York,Manhattan,LP,CITY,36061004400,4400,1,0.09,4,,X,,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,67792,7249,48552,11835,8223,6761,19910,35143,41394,3033,16,9845,33,469,2955,9442,New York City,City of New York
3651000-0157,Murphy'S Brother'S Playground,292 AVENUE C,10009,New York,Manhattan,LP,CITY,36061004400,4400,1,0.09,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,33197,4140,22612,6406,4571,3160,8251,16091,17868,1936,7,5232,5,240,1522,6127,New York City,City of New York
3651000-2289,Park Avenue Malls, ,10021,New York,Manhattan,LP,CITY,36061007200,7200,1,0.09,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,285179,40309,187580,57228,24091,27171,101140,152501,193399,11362,108,38498,80,1741,10195,29362,New York City,City of New York
3651000-2439,Franklin D. Roosevelt Boardwalk and Beach, , , ,Staten Island,LP,CITY,36085001800,11201,1,0.09,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,0,3510,9331,2241,1867,1424,1988,5279,11330,503,42,1590,11,1113,490,3048,New York City,City of New York
3651000-0012,Franklin D. Roosevelt Boardwalk And Beach,280 FR CAPODANNO BLVD,10305,New York,Staten Island,LP,CITY,36085001800,11201,1,0.09,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,14299,3310,8681,2308,1216,1499,1979,4689,8064,461,10,2846,3,93,297,2505,New York City,City of New York
3651000-0124,Vesuvio Playground,85 THOMPSON STREET,10012,New York,Manhattan,LP,CITY,36061004700,4700,1,0.09,3,,X,,X,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,34528,4616,24445,5342,2983,3141,12072,18371,24381,706,1,4236,0,194,1722,2891,New York City,City of New York
3651000-2239,Nyc Open Space 223, ,10307,New York,Staten Island,LP,CITY,36085024401,24401,1,0.10,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,2589,602,1650,330,226,159,531,924,2188,8,0,62,0,4,50,236,New York City,City of New York
3651000-2068,P.S. 6R,555 Page Ave.,10309,New York,Staten Island,LP,CITY,36085024401,24401,1,0.10,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,1719,413,1091,206,162,105,330,607,1450,3,0,40,0,2,38,155,New York City,City of New York
3651000-2240,Nyc Open Space 224, ,10307,New York,Staten Island,LP,CITY,36085024401,24401,1,0.10,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,2844,682,1798,356,255,190,559,1017,2395,6,1,72,0,5,55,262,New York City,City of New York
3651000-0501,Aesop Park,555 PAGE AVENUE,10309,New York,Staten Island,LP,CITY,36085024401,24401,1,0.10,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,1970,469,1253,240,184,121,385,701,1661,3,0,45,0,2,41,179,New York City,City of New York
3651000-0033,Conference House Park,298 SATERLEE STREET,10307,New York,Staten Island,LCA,CITY,36085024401,24401,1,0.10,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,8337,1898,5169,1264,679,594,1722,3007,7000,67,1,199,1,22,156,849,WANTANABE RLTY CORP,City of New York
3651000-2241,Nyc Open Space 225, ,10307,New York,Staten Island,LP,CITY,36085024401,24401,1,0.10,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,1889,456,1197,227,176,115,362,667,1590,3,0,42,0,2,39,170,New York City,City of New York
3651000-2055,I.S. 34,528 Academy St.,10307,New York,Staten Island,LP,CITY,36085024401,24401,1,0.10,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,4385,1052,2663,665,367,454,749,1573,3488,47,6,126,0,25,81,600,New York City,City of New York
3651000-0485,Tottenville Pool,6900 HYLAN BOULEVARD,10307,New York,Staten Island,LP,CITY,36085024401,24401,1,0.10,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,4043,972,2521,538,338,300,799,1456,3407,17,3,116,0,11,74,377,New York City,City of New York
3651000-1430,Great Kills Park (Hillcrest), ,10308,New York,Staten Island,LP,CITY,36085015601,15601,1,0.10,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,5298,1125,3077,1099,361,542,1090,1991,4260,44,1,320,0,16,84,567,New York City Housing Preservation,City of New York
3651000-1236,The Queen Elizabeth Ii September 11Th Garden, ,10006,New York,Manhattan,LP,CITY,36061000700,900,1,0.10,3,,X,,X,,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,26502,2592,21907,1995,1447,1516,10503,13473,15977,1067,8,5435,10,228,1304,2424,New York City Parks and Recreation,City of New York
3651000-2518,Zucotti Park,1 Liberty Plaza,10006,New York,Manhattan,PPRK,PRIV,36061000700,1300,1,0.10,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,48423,7297,36466,4616,2142,2459,18805,23433,29822,1584,11,9799,19,393,2523,4136,New York City Housing Preservation,City of New York
3651000-1800,Manahatta Park, ,10005,New York,Manhattan,LP,CITY,36061000700,700,1,0.10,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,28521,2981,22797,2728,1835,1661,10943,14452,17021,1174,8,6002,11,237,1381,2616,New York City Parks and Recreation,City of New York
3651000-0975,Sutton Place Park, ,10022,New York,Manhattan,LP,CITY,36061010601,10601,1,0.10,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,32715,4123,19785,8800,2511,2862,13545,18924,24147,650,10,4374,7,207,1098,2188,New York City Housing Preservation,City of New York
3651000-0977,Andrew Haswell Green Park, ,10065,New York,Manhattan,LP,CITY,36061010601,10601,1,0.10,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,22659,3109,14528,5021,1872,2056,8684,12610,16392,535,9,2950,7,138,903,1708,New York City,City of New York
3651000-0074,Albert J. Parham Playground,255 ADELPHI STREET,11205,New York,Brooklyn,LP,CITY,36047018300,18300,1,0.10,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,30070,5166,20691,4141,3116,3246,7349,13810,12780,7912,33,2781,4,292,1679,4349,New York City Housing Preservation,City of New York
3651000-1388,Grand Army Plaza, ,11238,New York,Brooklyn,LP,CITY,36047015900,15900,1,0.10,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,43878,7656,30334,5832,3063,3467,13602,20182,26316,6234,19,3544,8,393,2876,4309,New York City Housing Preservation,City of New York
3651000-1404,Eastern Parkway, ,11213,New York,Brooklyn,LP,CITY,36047015900,15900,1,0.10,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,189362,46441,116813,25817,29871,18937,27388,76532,54503,91032,146,6569,12,2959,10582,22425,New York City Housing Preservation,City of New York
3651000-1294,Cambria Playground, ,11411,New York,Queens,LP,CITY,36081061000,61000,3,0.11,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,8166,1724,4839,1599,475,712,1399,2590,71,6938,26,156,0,121,346,499,New York City Housing Preservation,City of New York
3651000-1405,Prospect Park, ,11215,New York,Brooklyn,LP,CITY,36047016500,16500,1,0.11,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,123327,26288,79763,17212,12081,12799,27708,52663,55736,33358,93,8282,17,1170,7419,16913,New York City Housing Preservation,City of New York
3651000-1325,Duarte Square, ,10013,New York,Manhattan,LP,CITY,36061003300,3300,1,0.11,5,X,X,X,X,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,32193,5583,21810,4683,2451,2276,10900,15753,22305,854,11,4228,1,213,1756,2496,New York City Housing Preservation,City of New York
3651000-0829,Albert Capsouto Park,68 VARICK STREET,10013,New York,Manhattan,LP,CITY,36061003300,3300,1,0.11,3,,X,,X,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,29681,5486,19799,4294,2161,1985,9918,14164,20487,849,12,3875,1,207,1656,2316,New York City Housing Preservation,City of New York
3651000-1078,Duane Park, ,10013,New York,Manhattan,LP,CITY,36061003300,3300,1,0.11,2,,,,X,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,27295,6918,17344,2983,1053,977,9237,11289,18482,812,9,3860,8,205,1705,2089,New York City Housing Preservation,City of New York
3651000-1667,Tribeca Park, ,10013,New York,Manhattan,LP,CITY,36061003300,3300,1,0.11,5,X,X,X,X,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,31802,6293,20822,4612,2454,1869,10161,14581,20668,928,12,5488,2,235,1779,2426,New York City,City of New York
3651000-1179,Pvt. Sonsire Triangle, ,11211,New York,Brooklyn,LP,CITY,36047051500,51500,1,0.11,5,X,X,X,X,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,26265,2726,20508,2923,1908,2269,9083,13385,17683,584,7,2453,0,146,1280,3795,New York City Housing Preservation,City of New York
3651000-2018,P.S. 32,32 Elverton Ave.,10308,New York,Staten Island,LP,CITY,36085014608,14608,2,0.11,3,X,,X,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,8839,1969,4960,1908,504,814,1895,3203,7007,28,0,740,0,26,147,870,New York City Housing Preservation,City of New York
3651000-2198,Hudson River Park, , , ,Manhattan,SP,ST,36061003700,3700,1,0.12,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,0,14930,73623,14585,11870,9584,37177,58633,71808,4016,90,11770,28,400,3253,11766,New York City Housing Preservation,City of New York
3651000-1274,Grand Canal Court, ,10013,New York,Manhattan,LP,CITY,36061003700,3700,1,0.12,5,X,X,X,X,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,25842,4661,17408,3688,1898,1787,8682,12484,18056,634,9,3256,1,177,1458,1978,New York City Housing Preservation,City of New York
3651000-1147,Canal Park, ,10013,New York,Manhattan,LP,CITY,36061003700,3700,1,0.12,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,16519,3074,11006,2342,1046,1032,5792,7972,12216,358,6,1493,0,105,862,1243,New York City Parks and Recreation,City of New York
3651000-0073,William F. Passannante Ballfield,244 6 AVENUE,10012,New York,Manhattan,LP,CITY,36061003700,3700,1,0.12,1,,,,,X,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,43670,4791,31650,7049,3752,4023,16569,24563,32423,877,2,4075,6,254,2044,3439,New York City,City of New York
3651000-0870,Cough Triangle,566 COURT STREET,11231,New York,Brooklyn,LP,CITY,36047005302,6500,1,0.12,2,,X,,X,,,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,13719,2808,9209,1688,2243,796,2896,5948,6439,2201,6,856,0,86,636,3420,New York City,City of New York
3651000-1321,Todd Triangle, ,11231,New York,Brooklyn,LP,CITY,36047005302,5302,1,0.12,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,7495,1985,4502,999,2324,401,412,3132,797,2643,7,420,1,90,271,3248,New York City,City of New York
3651000-2507, Sawmill Creek Wetland,Bloomfield Road,10314,New York,Staten Island,SCA,ST,36085029102,29102,1,0.12,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,35,7,19,6,3,3,3,11,20,0,0,3,0,0,0,5,New York City,City of New York
3651000-2506, Old Place Creek Tidal Wetlands Area,Gulf Ave,10314,New York,Staten Island,SCA,ST,36085029102,29102,1,0.12,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,616,153,358,99,61,61,84,207,260,95,2,58,1,4,22,168,New York City,City of New York
3651000-1585,Staten Island Industrial Park, ,10314,New York,Staten Island,LCA,CITY,36085029102,29102,1,0.12,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,6759,1434,3827,1503,330,626,1411,2371,4286,184,5,1086,0,31,146,1015,New York City,City of New York
3651000-1696,Saw Mill Creek Marsh, ,10314,New York,Staten Island,LCA,CITY,36085029102,29102,1,0.12,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,352,81,199,68,34,35,43,114,219,6,0,44,0,2,8,63,New York City,City of New York
3651000-2232,Nyc Open Space 195, ,10314,New York,Staten Island,LP,CITY,36085029102,29102,1,0.12,4,,X,,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,615,145,354,114,52,59,85,202,384,13,0,83,0,2,13,109,New York City,City of New York
3651000-2512, Zuckermann Natural Resource Area,Wakefield Ave,10314,New York,Staten Island,SCA,ST,36085029102,29102,1,0.12,4,,X,,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,943,236,553,149,68,88,141,301,558,27,0,130,0,2,20,190,New York City,City of New York
3651000-1732,Old Place Creek Park, ,10303,New York,Staten Island,LCA,CITY,36085029102,29102,1,0.12,6,X,X,X,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,157,39,95,21,17,17,25,58,33,46,1,9,0,1,6,56,New York City,City of New York
3651000-0475,Harold Ickes Playground,100 HAMILTON AVENUE,11231,New York,Brooklyn,LP,CITY,36047005100,5100,1,0.12,4,,X,,X,X,X,No,https://rebuildbydesign.github.io/parks-as-infrastructure/img/hpl-park.png,https://rebuildbydesign.org/parks-as-infrastructure#hpl,14485,3031,9765,1666,1713,1066,3418,6202,7774,1826,4,782,2,102,779,3128,New York City,City of New York
